address_id,customer_id,address_type,country,emirate,city,area,street_address,building_name,flat_or_villa_no,po_box,postal_code,address_status
ADDR001021,CUST00537,UAE Residence,United Arab Emirates,Ajman,Ajman,Ajman Corniche,79 Ajman Corniche Street,Building 14,804,56704,,Active
ADDR001022,CUST00537,Home Country,Pakistan,,Capital City,Market Area,"House 9, Street 46",,,,865183,Active
ADDR001023,CUST00538,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Corniche,31 Corniche Street,Building 120,790,25234,,Active
ADDR001024,CUST00538,Home Country,Nepal,,Old Town,Market Area,"House 454, Street 47",,,,516113,Active
ADDR001025,CUST00539,UAE Residence,United Arab Emirates,Ajman,Ajman,Al Nuaimiya,28 Al Nuaimiya Street,Building 38,880,52467,,Active
ADDR001026,CUST00539,Home Country,Bangladesh,,Central District,Main Area,"House 275, Street 1",,,,283720,Active
ADDR001027,CUST00540,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Khuzam,45 Khuzam Street,Building 169,2426,74186,,Active
ADDR001028,CUST00540,Home Country,Pakistan,,Old Town,Market Area,"House 370, Street 30",,,,935353,Active
ADDR001029,CUST00541,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Al Hamra,78 Al Hamra Street,Building 92,2103,85873,,Active
ADDR001030,CUST00541,Home Country,Sri Lanka,,Central District,Residential Zone,"House 35, Street 37",,,,774757,Active
ADDR001031,CUST00542,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Falaj Al Mualla,33 Falaj Al Mualla Street,Building 185,1950,45315,,Active
ADDR001032,CUST00542,Home Country,India,,Capital City,Main Area,"House 33, Street 31",,,,808221,Active
ADDR001033,CUST00543,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Rolla,59 Rolla Street,Building 4,995,79167,,Active
ADDR001034,CUST00543,Home Country,United Kingdom,,Old Town,Market Area,"House 493, Street 23",,,,512032,Active
ADDR001035,CUST00544,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Madhab,56 Madhab Street,Building 27,524,31012,,Active
ADDR001036,CUST00544,Home Country,Jordan,,Central District,Residential Zone,"House 374, Street 11",,,,315258,Active
ADDR001037,CUST00545,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Al Nahda,2 Al Nahda Street,Building 140,276,57381,,Active
ADDR001038,CUST00545,Home Country,Sri Lanka,,Old Town,Market Area,"House 17, Street 48",,,,632848,Active
ADDR001039,CUST00546,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Dibba,74 Dibba Street,Building 43,1136,93557,,Active
ADDR001040,CUST00546,Home Country,Pakistan,,Metro City,Town Center,"House 115, Street 11",,,,938201,Active
ADDR001041,CUST00547,UAE Residence,United Arab Emirates,Dubai,Dubai,Deira,61 Deira Street,Building 175,2237,78781,,Active
ADDR001042,CUST00547,Home Country,Philippines,,Metro City,Main Area,"House 88, Street 41",,,,562817,Active
ADDR001043,CUST00548,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Rolla,46 Rolla Street,Building 196,1291,81403,,Active
ADDR001044,CUST00548,Home Country,Jordan,,Central District,Market Area,"House 95, Street 1",,,,594861,Active
ADDR001045,CUST00549,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Al Nahda,9 Al Nahda Street,Building 158,1940,12949,,Active
ADDR001046,CUST00549,Home Country,Sri Lanka,,Central District,Market Area,"House 279, Street 31",,,,365692,Active
ADDR001047,CUST00550,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Al Salamah,56 Al Salamah Street,Building 175,757,74232,,Active
ADDR001048,CUST00550,Home Country,Nepal,,Old Town,Market Area,"House 323, Street 26",,,,442094,Active
ADDR001049,CUST00551,UAE Residence,United Arab Emirates,Dubai,Dubai,Bur Dubai,80 Bur Dubai Street,Building 188,1441,56331,,Active
ADDR001050,CUST00551,Home Country,Philippines,,Central District,Main Area,"House 351, Street 46",,,,120430,Active
ADDR001051,CUST00552,UAE Residence,United Arab Emirates,Dubai,Dubai,Business Bay,11 Business Bay Street,Building 9,2203,25050,,Active
ADDR001052,CUST00552,Home Country,Philippines,,Central District,Residential Zone,"House 364, Street 9",,,,235078,Active
ADDR001053,CUST00553,UAE Residence,United Arab Emirates,Ajman,Ajman,Al Rashidiya,27 Al Rashidiya Street,Building 177,296,11686,,Active
ADDR001054,CUST00553,Home Country,Pakistan,,Metro City,Town Center,"House 6, Street 29",,,,241180,Active
ADDR001055,CUST00554,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Al Majaz,42 Al Majaz Street,Building 10,729,95746,,Active
ADDR001056,CUST00554,Home Country,United Kingdom,,Metro City,Main Area,"House 362, Street 13",,,,802195,Active
ADDR001057,CUST00555,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Khalifa City,82 Khalifa City Street,Building 71,909,69886,,Active
ADDR001058,CUST00555,Home Country,Pakistan,,Central District,Market Area,"House 295, Street 8",,,,555856,Active
ADDR001059,CUST00556,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Falaj Al Mualla,72 Falaj Al Mualla Street,Building 8,559,64466,,Active
ADDR001060,CUST00556,Home Country,India,,Old Town,Market Area,"House 64, Street 28",,,,981049,Active
ADDR001061,CUST00557,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Old Town,79 Old Town Street,Building 99,2387,71767,,Active
ADDR001062,CUST00557,Home Country,Egypt,,Central District,Main Area,"House 128, Street 14",,,,999812,Active
ADDR001063,CUST00558,UAE Residence,United Arab Emirates,Dubai,Dubai,Business Bay,48 Business Bay Street,Building 72,1136,18424,,Active
ADDR001064,CUST00558,Home Country,Nepal,,Capital City,Town Center,"House 51, Street 28",,,,509955,Active
ADDR001065,CUST00559,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Madinat Zayed,60 Madinat Zayed Street,Building 2,226,99885,,Active
ADDR001066,CUST00559,Home Country,Egypt,,Central District,Residential Zone,"House 404, Street 48",,,,447380,Active
ADDR001067,CUST00560,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Al Nakheel,13 Al Nakheel Street,Building 85,490,74199,,Active
ADDR001068,CUST00561,UAE Residence,United Arab Emirates,Ajman,Ajman,Al Jurf,19 Al Jurf Street,Building 149,1792,32276,,Active
ADDR001069,CUST00561,Home Country,Sri Lanka,,Capital City,Market Area,"House 152, Street 7",,,,224796,Active
ADDR001070,CUST00562,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Mussafah,41 Mussafah Street,Building 5,1771,90645,,Active
ADDR001071,CUST00562,Home Country,Pakistan,,Old Town,Main Area,"House 375, Street 47",,,,910377,Active
ADDR001072,CUST00563,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Al Nahda,43 Al Nahda Street,Building 42,1458,58821,,Active
ADDR001073,CUST00564,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Al Majaz,90 Al Majaz Street,Building 42,646,96593,,Active
ADDR001074,CUST00564,Home Country,United Kingdom,,Capital City,Residential Zone,"House 258, Street 36",,,,302486,Active
ADDR001075,CUST00565,UAE Residence,United Arab Emirates,Ajman,Ajman,Ajman Corniche,82 Ajman Corniche Street,Building 78,1063,55854,,Active
ADDR001076,CUST00565,Home Country,United Kingdom,,Central District,Main Area,"House 489, Street 45",,,,992163,Active
ADDR001077,CUST00566,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Al Faseel,64 Al Faseel Street,Building 104,815,54546,,Active
ADDR001078,CUST00567,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Dibba,77 Dibba Street,Building 94,292,23960,,Active
ADDR001079,CUST00567,Home Country,United Kingdom,,Capital City,Main Area,"House 469, Street 22",,,,914002,Active
ADDR001080,CUST00568,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Muweilah,41 Muweilah Street,Building 130,1884,33799,,Active
ADDR001081,CUST00569,UAE Residence,United Arab Emirates,Ajman,Ajman,Ajman Corniche,91 Ajman Corniche Street,Building 140,2362,80556,,Active
ADDR001082,CUST00569,Home Country,Bangladesh,,Metro City,Town Center,"House 21, Street 15",,,,186461,Active
ADDR001083,CUST00570,UAE Residence,United Arab Emirates,Ajman,Ajman,Al Jurf,69 Al Jurf Street,Building 151,177,41189,,Active
ADDR001084,CUST00570,Home Country,India,,Capital City,Residential Zone,"House 466, Street 23",,,,941316,Active
ADDR001085,CUST00571,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Al Nakheel,91 Al Nakheel Street,Building 195,2029,25431,,Active
ADDR001086,CUST00571,Home Country,Philippines,,Old Town,Main Area,"House 410, Street 20",,,,966980,Active
ADDR001087,CUST00572,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Al Majaz,78 Al Majaz Street,Building 57,1608,53054,,Active
ADDR001088,CUST00572,Home Country,Pakistan,,Central District,Residential Zone,"House 306, Street 12",,,,147390,Active
ADDR001089,CUST00573,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Al Reem Island,73 Al Reem Island Street,Building 105,1915,52097,,Active
ADDR001090,CUST00573,Home Country,Sri Lanka,,Old Town,Town Center,"House 307, Street 39",,,,994005,Active
ADDR001091,CUST00574,UAE Residence,United Arab Emirates,Dubai,Dubai,Deira,88 Deira Street,Building 49,1940,87648,,Active
ADDR001092,CUST00574,Home Country,Nepal,,Metro City,Main Area,"House 363, Street 20",,,,895445,Active
ADDR001093,CUST00575,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Corniche,53 Corniche Street,Building 37,1912,42782,,Active
ADDR001094,CUST00575,Home Country,Sri Lanka,,Central District,Main Area,"House 45, Street 25",,,,100589,Active
ADDR001095,CUST00576,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Khuzam,68 Khuzam Street,Building 147,2004,15108,,Active
ADDR001096,CUST00576,Home Country,Pakistan,,Capital City,Residential Zone,"House 338, Street 11",,,,290352,Active
ADDR001097,CUST00577,UAE Residence,United Arab Emirates,Dubai,Dubai,Bur Dubai,26 Bur Dubai Street,Building 98,2237,88002,,Active
ADDR001098,CUST00577,Home Country,Jordan,,Old Town,Main Area,"House 4, Street 33",,,,305266,Active
ADDR001099,CUST00578,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Corniche,56 Corniche Street,Building 175,389,27026,,Active
ADDR001100,CUST00578,Home Country,Nepal,,Metro City,Main Area,"House 352, Street 32",,,,394401,Active
ADDR001101,CUST00579,UAE Residence,United Arab Emirates,Ajman,Ajman,Al Nuaimiya,95 Al Nuaimiya Street,Building 30,1110,85005,,Active
ADDR001102,CUST00579,Home Country,Pakistan,,Old Town,Market Area,"House 239, Street 7",,,,764169,Active
ADDR001103,CUST00580,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Corniche,7 Corniche Street,Building 57,966,78271,,Active
ADDR001104,CUST00580,Home Country,Pakistan,,Old Town,Residential Zone,"House 452, Street 10",,,,638301,Active
ADDR001105,CUST00581,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Madinat Zayed,79 Madinat Zayed Street,Building 132,1725,77178,,Active
ADDR001106,CUST00581,Home Country,Sri Lanka,,Capital City,Residential Zone,"House 398, Street 16",,,,703330,Active
ADDR001107,CUST00582,UAE Residence,United Arab Emirates,Ajman,Ajman,Ajman Corniche,90 Ajman Corniche Street,Building 63,310,84510,,Active
ADDR001108,CUST00583,UAE Residence,United Arab Emirates,Dubai,Dubai,Deira,61 Deira Street,Building 61,2134,86989,,Active
ADDR001109,CUST00583,Home Country,Pakistan,,Central District,Residential Zone,"House 401, Street 18",,,,427819,Active
ADDR001110,CUST00584,UAE Residence,United Arab Emirates,Ajman,Ajman,Al Jurf,40 Al Jurf Street,Building 71,552,15664,,Active
ADDR001111,CUST00584,Home Country,Egypt,,Old Town,Town Center,"House 298, Street 11",,,,879949,Active
ADDR001112,CUST00585,UAE Residence,United Arab Emirates,Ajman,Ajman,Al Rashidiya,50 Al Rashidiya Street,Building 164,1507,47330,,Active
ADDR001113,CUST00585,Home Country,Bangladesh,,Metro City,Residential Zone,"House 394, Street 29",,,,970679,Active
ADDR001114,CUST00586,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Madinat Zayed,14 Madinat Zayed Street,Building 177,1702,14062,,Active
ADDR001115,CUST00586,Home Country,Jordan,,Central District,Market Area,"House 175, Street 38",,,,783943,Active
ADDR001116,CUST00587,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Al Hamra,79 Al Hamra Street,Building 133,1450,92139,,Active
ADDR001117,CUST00588,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Fujairah City,60 Fujairah City Street,Building 156,2445,66255,,Active
ADDR001118,CUST00588,Home Country,Jordan,,Central District,Residential Zone,"House 231, Street 33",,,,893067,Active
ADDR001119,CUST00589,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Rolla,43 Rolla Street,Building 107,2362,19442,,Active
ADDR001120,CUST00589,Home Country,Sri Lanka,,Old Town,Town Center,"House 270, Street 20",,,,963828,Active
ADDR001121,CUST00590,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Muweilah,87 Muweilah Street,Building 10,2103,37592,,Active
ADDR001122,CUST00590,Home Country,Pakistan,,Capital City,Town Center,"House 334, Street 43",,,,202615,Active
ADDR001123,CUST00591,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Old Town,60 Old Town Street,Building 100,485,99926,,Active
ADDR001124,CUST00591,Home Country,United Kingdom,,Metro City,Residential Zone,"House 337, Street 2",,,,773100,Active
ADDR001125,CUST00592,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Fujairah City,63 Fujairah City Street,Building 131,2290,38562,,Active
ADDR001126,CUST00592,Home Country,Jordan,,Old Town,Market Area,"House 77, Street 13",,,,306958,Active
ADDR001127,CUST00593,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Al Faseel,37 Al Faseel Street,Building 4,1068,34784,,Active
ADDR001128,CUST00593,Home Country,India,,Old Town,Residential Zone,"House 67, Street 36",,,,449207,Active
ADDR001129,CUST00594,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Fujairah City,94 Fujairah City Street,Building 48,1019,21403,,Active
ADDR001130,CUST00595,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Falaj Al Mualla,88 Falaj Al Mualla Street,Building 101,1391,35633,,Active
ADDR001131,CUST00595,Home Country,Sri Lanka,,Metro City,Town Center,"House 122, Street 21",,,,828084,Active
ADDR001132,CUST00596,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Al Faseel,16 Al Faseel Street,Building 73,1946,30430,,Active
ADDR001133,CUST00596,Home Country,Jordan,,Central District,Main Area,"House 97, Street 9",,,,234174,Active
ADDR001134,CUST00597,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Muweilah,62 Muweilah Street,Building 125,407,48275,,Active
ADDR001135,CUST00597,Home Country,Philippines,,Old Town,Residential Zone,"House 454, Street 3",,,,713584,Active
ADDR001136,CUST00598,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Muweilah,41 Muweilah Street,Building 95,1512,69176,,Active
ADDR001137,CUST00598,Home Country,India,,Capital City,Market Area,"House 19, Street 3",,,,531041,Active
ADDR001138,CUST00599,UAE Residence,United Arab Emirates,Dubai,Dubai,Jumeirah,33 Jumeirah Street,Building 19,897,64800,,Active
ADDR001139,CUST00599,Home Country,Bangladesh,,Central District,Residential Zone,"House 480, Street 24",,,,690978,Active
ADDR001140,CUST00600,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Corniche,51 Corniche Street,Building 29,756,24126,,Active
ADDR001141,CUST00600,Home Country,Pakistan,,Metro City,Main Area,"House 490, Street 41",,,,254638,Active
ADDR001142,CUST00601,UAE Residence,United Arab Emirates,Ajman,Ajman,Al Nuaimiya,54 Al Nuaimiya Street,Building 84,222,67357,,Active
ADDR001143,CUST00601,Home Country,India,,Old Town,Main Area,"House 464, Street 10",,,,277062,Active
ADDR001144,CUST00602,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Falaj Al Mualla,70 Falaj Al Mualla Street,Building 167,1071,96011,,Active
ADDR001145,CUST00602,Home Country,Nepal,,Capital City,Residential Zone,"House 198, Street 19",,,,397044,Active
ADDR001146,CUST00603,UAE Residence,United Arab Emirates,Ajman,Ajman,Al Jurf,32 Al Jurf Street,Building 172,118,43642,,Active
ADDR001147,CUST00603,Home Country,Jordan,,Central District,Residential Zone,"House 166, Street 22",,,,708837,Active
ADDR001148,CUST00604,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Mussafah,17 Mussafah Street,Building 105,970,53624,,Active
ADDR001149,CUST00604,Home Country,Egypt,,Old Town,Main Area,"House 256, Street 32",,,,610959,Active
ADDR001150,CUST00605,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Al Raas,28 Al Raas Street,Building 60,661,73983,,Active
ADDR001151,CUST00605,Home Country,Bangladesh,,Old Town,Market Area,"House 296, Street 47",,,,729781,Active
ADDR001152,CUST00606,UAE Residence,United Arab Emirates,Dubai,Dubai,Business Bay,87 Business Bay Street,Building 106,245,13831,,Active
ADDR001153,CUST00606,Home Country,Jordan,,Metro City,Market Area,"House 205, Street 37",,,,495344,Active
ADDR001154,CUST00607,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Dibba,55 Dibba Street,Building 145,172,34083,,Active
ADDR001155,CUST00608,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Dibba,20 Dibba Street,Building 16,2412,68212,,Active
ADDR001156,CUST00608,Home Country,Sri Lanka,,Central District,Residential Zone,"House 347, Street 2",,,,519861,Active
ADDR001157,CUST00609,UAE Residence,United Arab Emirates,Dubai,Dubai,Jumeirah,99 Jumeirah Street,Building 156,253,66579,,Active
ADDR001158,CUST00609,Home Country,Jordan,,Old Town,Main Area,"House 470, Street 47",,,,170396,Active
ADDR001159,CUST00610,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Mussafah,23 Mussafah Street,Building 10,329,37158,,Active
ADDR001160,CUST00610,Home Country,United Kingdom,,Metro City,Residential Zone,"House 159, Street 40",,,,134775,Active
ADDR001161,CUST00611,UAE Residence,United Arab Emirates,Ajman,Ajman,Ajman Corniche,77 Ajman Corniche Street,Building 122,771,25008,,Active
ADDR001162,CUST00611,Home Country,India,,Old Town,Market Area,"House 373, Street 5",,,,678009,Active
ADDR001163,CUST00612,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Dibba,88 Dibba Street,Building 61,1048,87092,,Active
ADDR001164,CUST00613,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Fujairah City,95 Fujairah City Street,Building 153,746,85758,,Active
ADDR001165,CUST00613,Home Country,Sri Lanka,,Old Town,Market Area,"House 58, Street 1",,,,991395,Active
ADDR001166,CUST00614,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Khalifa City,4 Khalifa City Street,Building 123,449,30921,,Active
ADDR001167,CUST00615,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Rolla,6 Rolla Street,Building 15,2391,26505,,Active
ADDR001168,CUST00615,Home Country,Pakistan,,Metro City,Market Area,"House 335, Street 30",,,,566062,Active
ADDR001169,CUST00616,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Al Faseel,24 Al Faseel Street,Building 117,322,51360,,Active
ADDR001170,CUST00616,Home Country,Bangladesh,,Central District,Residential Zone,"House 252, Street 48",,,,667776,Active
ADDR001171,CUST00617,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Al Dhait,22 Al Dhait Street,Building 141,696,18144,,Active
ADDR001172,CUST00617,Home Country,India,,Old Town,Market Area,"House 78, Street 11",,,,826631,Active
ADDR001173,CUST00618,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Fujairah City,11 Fujairah City Street,Building 43,1827,85618,,Active
ADDR001174,CUST00618,Home Country,Nepal,,Capital City,Residential Zone,"House 133, Street 27",,,,837870,Active
ADDR001175,CUST00619,UAE Residence,United Arab Emirates,Ajman,Ajman,Al Jurf,65 Al Jurf Street,Building 149,1428,28003,,Active
ADDR001176,CUST00619,Home Country,Bangladesh,,Central District,Town Center,"House 210, Street 1",,,,985671,Active
ADDR001177,CUST00620,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Al Dhait,89 Al Dhait Street,Building 5,1848,44769,,Active
ADDR001178,CUST00621,UAE Residence,United Arab Emirates,Ajman,Ajman,Al Rashidiya,89 Al Rashidiya Street,Building 161,1153,54910,,Active
ADDR001179,CUST00621,Home Country,Jordan,,Metro City,Residential Zone,"House 237, Street 14",,,,575055,Active
ADDR001180,CUST00622,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Al Dhait,89 Al Dhait Street,Building 65,2023,74856,,Active
ADDR001181,CUST00622,Home Country,Jordan,,Central District,Main Area,"House 227, Street 1",,,,949832,Active
ADDR001182,CUST00623,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Al Faseel,54 Al Faseel Street,Building 82,2061,71355,,Active
ADDR001183,CUST00623,Home Country,Jordan,,Old Town,Main Area,"House 223, Street 6",,,,249190,Active
ADDR001184,CUST00624,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Al Dhait,20 Al Dhait Street,Building 140,1355,30324,,Active
ADDR001185,CUST00624,Home Country,United Kingdom,,Old Town,Main Area,"House 408, Street 39",,,,242953,Active
ADDR001186,CUST00625,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Al Hamra,52 Al Hamra Street,Building 176,392,94397,,Active
ADDR001187,CUST00625,Home Country,United Kingdom,,Old Town,Residential Zone,"House 62, Street 29",,,,128149,Active
ADDR001188,CUST00626,UAE Residence,United Arab Emirates,Dubai,Dubai,Business Bay,26 Business Bay Street,Building 127,406,94603,,Active
ADDR001189,CUST00626,Home Country,Pakistan,,Old Town,Main Area,"House 172, Street 25",,,,864030,Active
ADDR001190,CUST00627,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Madhab,70 Madhab Street,Building 132,144,36380,,Active
ADDR001191,CUST00627,Home Country,Egypt,,Capital City,Town Center,"House 194, Street 20",,,,594875,Active
ADDR001192,CUST00628,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Al Raas,82 Al Raas Street,Building 17,692,71107,,Active
ADDR001193,CUST00628,Home Country,Bangladesh,,Metro City,Main Area,"House 451, Street 12",,,,897934,Active
ADDR001194,CUST00629,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Al Raas,18 Al Raas Street,Building 143,1579,41224,,Active
ADDR001195,CUST00629,Home Country,Philippines,,Central District,Residential Zone,"House 43, Street 26",,,,930265,Active
ADDR001196,CUST00630,UAE Residence,United Arab Emirates,Dubai,Dubai,Deira,74 Deira Street,Building 155,451,90845,,Active
ADDR001197,CUST00630,Home Country,Egypt,,Central District,Main Area,"House 268, Street 29",,,,102897,Active
ADDR001198,CUST00631,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Fujairah City,61 Fujairah City Street,Building 1,2208,99804,,Active
ADDR001199,CUST00631,Home Country,Sri Lanka,,Old Town,Town Center,"House 447, Street 7",,,,484847,Active
ADDR001200,CUST00632,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Al Nahda,62 Al Nahda Street,Building 120,524,17184,,Active
ADDR001201,CUST00632,Home Country,Pakistan,,Old Town,Residential Zone,"House 30, Street 19",,,,337071,Active
ADDR001202,CUST00633,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Rolla,71 Rolla Street,Building 149,1628,68016,,Active
ADDR001203,CUST00633,Home Country,Jordan,,Old Town,Town Center,"House 359, Street 10",,,,779599,Active
ADDR001204,CUST00634,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Corniche,11 Corniche Street,Building 172,320,52929,,Active
ADDR001205,CUST00634,Home Country,United Kingdom,,Capital City,Main Area,"House 18, Street 37",,,,100528,Active
ADDR001206,CUST00635,UAE Residence,United Arab Emirates,Dubai,Dubai,Jumeirah,7 Jumeirah Street,Building 28,2134,82780,,Active
ADDR001207,CUST00635,Home Country,Sri Lanka,,Central District,Main Area,"House 372, Street 12",,,,112394,Active
ADDR001208,CUST00636,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Mussafah,20 Mussafah Street,Building 90,1284,84101,,Active
ADDR001209,CUST00636,Home Country,United Kingdom,,Old Town,Market Area,"House 352, Street 49",,,,757161,Active
ADDR001210,CUST00637,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Al Taawun,23 Al Taawun Street,Building 9,436,11566,,Active
ADDR001211,CUST00637,Home Country,United Kingdom,,Metro City,Town Center,"House 187, Street 40",,,,928957,Active
ADDR001212,CUST00638,UAE Residence,United Arab Emirates,Ras Al Khaimah,Ras Al Khaimah,Al Dhait,35 Al Dhait Street,Building 166,1988,98400,,Active
ADDR001213,CUST00638,Home Country,Pakistan,,Central District,Market Area,"House 445, Street 39",,,,542772,Active
ADDR001214,CUST00639,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Madinat Zayed,96 Madinat Zayed Street,Building 116,1367,43345,,Active
ADDR001215,CUST00639,Home Country,Philippines,,Metro City,Residential Zone,"House 78, Street 25",,,,795317,Active
ADDR001216,CUST00640,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Al Faseel,86 Al Faseel Street,Building 167,779,17360,,Active
ADDR001217,CUST00640,Home Country,Philippines,,Central District,Main Area,"House 208, Street 19",,,,218495,Active
ADDR001218,CUST00641,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Khalifa City,57 Khalifa City Street,Building 75,262,99120,,Active
ADDR001219,CUST00641,Home Country,Philippines,,Central District,Main Area,"House 462, Street 13",,,,349933,Active
ADDR001220,CUST00642,UAE Residence,United Arab Emirates,Ajman,Ajman,Al Rashidiya,57 Al Rashidiya Street,Building 109,1720,85160,,Active
ADDR001221,CUST00642,Home Country,India,,Old Town,Town Center,"House 274, Street 8",,,,879660,Active
ADDR001222,CUST00643,UAE Residence,United Arab Emirates,Fujairah,Fujairah,Madhab,99 Madhab Street,Building 2,2272,51973,,Active
ADDR001223,CUST00643,Home Country,Pakistan,,Central District,Town Center,"House 393, Street 6",,,,947600,Active
ADDR001224,CUST00644,UAE Residence,United Arab Emirates,Umm Al Quwain,Umm Al Quwain,Old Town,39 Old Town Street,Building 154,291,57601,,Active
ADDR001225,CUST00644,Home Country,United Kingdom,,Central District,Town Center,"House 265, Street 33",,,,182670,Active
ADDR001226,CUST00645,UAE Residence,United Arab Emirates,Abu Dhabi,Abu Dhabi,Al Reem Island,76 Al Reem Island Street,Building 157,243,77568,,Active
ADDR001227,CUST00645,Home Country,Bangladesh,,Capital City,Market Area,"House 490, Street 22",,,,627764,Active
ADDR001228,CUST00646,UAE Residence,United Arab Emirates,Ajman,Ajman,Al Rashidiya,37 Al Rashidiya Street,Building 189,285,98321,,Active
ADDR001229,CUST00646,Home Country,Nepal,,Central District,Town Center,"House 131, Street 17",,,,446765,Active
ADDR001230,CUST00647,UAE Residence,United Arab Emirates,Dubai,Dubai,Dubai Marina,80 Dubai Marina Street,Building 148,2385,67243,,Active
ADDR001231,CUST00647,Home Country,Bangladesh,,Metro City,Market Area,"House 133, Street 24",,,,902006,Active
ADDR001232,CUST00648,UAE Residence,United Arab Emirates,Sharjah,Sharjah,Muweilah,19 Muweilah Street,Building 113,548,22736,,Active
ADDR001233,CUST00649,UAE Residence,United Arab Emirates,Dubai,Dubai,Deira,89 Deira Street,Building 15,2223,58751,,Active
