document_id,customer_id,document_type,document_number,issue_date,expiry_date,issued_country,residency_status,document_status,verification_status
DOC001022,CUST00511,Passport,P5870201,2016-06-12,2026-06-10,Philippines,UAE Resident,Expired,Verified
DOC001023,CUST00512,Emirates ID,784-1987-3597049-2,2024-10-13,2026-05-25,United Arab Emirates,UAE Resident,Expired,Verified
DOC001024,CUST00512,Passport,P5178242,2021-06-14,2031-06-12,Nepal,UAE Resident,Valid,Verified
DOC001025,CUST00513,Emirates ID,784-1905-6071360-3,2021-12-24,2025-02-02,United Arab Emirates,UAE Resident,Expired,Verified
DOC001026,CUST00513,Passport,P9277057,2025-09-15,2035-09-13,Jordan,UAE Resident,Valid,Verified
DOC001027,CUST00514,Emirates ID,784-2016-2947659-2,2024-12-26,2029-11-30,United Arab Emirates,UAE Resident,Valid,Verified
DOC001028,CUST00514,Passport,P1397254,2017-06-24,2027-06-22,Bangladesh,UAE Resident,Valid,Verified
DOC001029,CUST00515,Emirates ID,784-1955-1344563-9,2024-02-10,2029-01-10,United Arab Emirates,UAE Resident,Valid,Pending
DOC001030,CUST00515,Passport,P2783889,2020-02-17,2030-02-14,United Kingdom,UAE Resident,Valid,Verified
DOC001031,CUST00516,Emirates ID,784-1955-8084267-2,2020-05-17,2022-12-09,United Arab Emirates,UAE Resident,Expired,Verified
DOC001032,CUST00516,Passport,P7000246,2018-12-12,2028-12-09,Bangladesh,UAE Resident,Valid,Verified
DOC001033,CUST00517,Emirates ID,784-2016-3307324-2,2025-09-08,2028-01-19,United Arab Emirates,UAE Resident,Valid,Verified
DOC001034,CUST00517,Passport,P4133828,2016-12-19,2026-12-17,Sri Lanka,UAE Resident,Valid,Verified
DOC001035,CUST00518,Emirates ID,784-1969-7263217-9,2025-01-01,2029-09-13,United Arab Emirates,UAE Resident,Valid,Verified
DOC001036,CUST00518,Passport,P4112344,2016-09-30,2026-09-28,Pakistan,UAE Resident,Valid,Verified
DOC001037,CUST00519,Emirates ID,784-1905-4896479-4,2021-04-19,2025-06-08,United Arab Emirates,UAE Resident,Expired,Verified
DOC001038,CUST00519,Passport,P7555022,2017-06-29,2027-06-27,United Kingdom,UAE Resident,Valid,Verified
DOC001039,CUST00520,Emirates ID,784-2000-1204101-2,2020-09-02,2024-07-12,United Arab Emirates,UAE Resident,Expired,Verified
DOC001040,CUST00520,Passport,P9900636,2018-12-25,2028-12-22,Nepal,UAE Resident,Valid,Verified
DOC001041,CUST00521,Emirates ID,784-2017-5088207-8,2021-07-15,2024-04-29,United Arab Emirates,UAE Resident,Expired,Verified
DOC001042,CUST00521,Passport,P8965143,2018-02-11,2028-02-09,Philippines,UAE Resident,Valid,Verified
DOC001043,CUST00522,Emirates ID,784-1922-7507169-9,2022-05-27,2023-12-15,United Arab Emirates,UAE Resident,Expired,Verified
DOC001044,CUST00522,Passport,P2189815,2022-01-26,2032-01-24,Bangladesh,UAE Resident,Valid,Verified
DOC001045,CUST00523,Emirates ID,784-1918-2140750-8,2021-06-04,2025-04-13,United Arab Emirates,UAE Resident,Expired,Verified
DOC001046,CUST00523,Passport,P3763756,2016-10-24,2026-10-22,United Kingdom,UAE Resident,Valid,Verified
DOC001047,CUST00524,Emirates ID,784-1946-4780612-5,2024-08-20,2029-02-21,United Arab Emirates,UAE Resident,Valid,Verified
DOC001048,CUST00524,Passport,P8245593,2024-06-08,2034-06-06,India,UAE Resident,Valid,Verified
DOC001049,CUST00525,Emirates ID,784-1903-4231387-6,2023-08-05,2026-10-21,United Arab Emirates,UAE Resident,Valid,Verified
DOC001050,CUST00525,Passport,P4770193,2022-10-19,2032-10-16,Pakistan,UAE Resident,Valid,Verified
DOC001051,CUST00526,Emirates ID,784-1978-9548784-7,2021-06-05,2025-02-10,United Arab Emirates,UAE Resident,Expired,Verified
DOC001052,CUST00526,Passport,P3638806,2024-06-21,2034-06-19,Sri Lanka,UAE Resident,Valid,Verified
DOC001053,CUST00527,Emirates ID,784-1963-2259220-7,2025-11-05,2028-06-16,United Arab Emirates,UAE Resident,Valid,Verified
DOC001054,CUST00527,Passport,P2112899,2020-09-05,2030-09-03,Sri Lanka,UAE Resident,Valid,Verified
DOC001055,CUST00528,Emirates ID,784-1905-7199535-5,2021-08-19,2026-03-24,United Arab Emirates,UAE Resident,Expired,Verified
DOC001056,CUST00528,Passport,P6729127,2021-03-17,2031-03-15,United Kingdom,UAE Resident,Valid,Verified
DOC001057,CUST00529,Emirates ID,784-2009-8883813-9,2023-09-01,2026-05-24,United Arab Emirates,UAE Resident,Expired,Verified
DOC001058,CUST00529,Passport,P3302963,2024-06-29,2034-06-27,Jordan,UAE Resident,Valid,Verified
DOC001059,CUST00530,Emirates ID,784-1962-6744686-9,2021-01-07,2025-11-23,United Arab Emirates,UAE Resident,Expired,Verified
DOC001060,CUST00530,Passport,P2055863,2023-01-30,2033-01-27,Bangladesh,UAE Resident,Valid,Verified
DOC001061,CUST00531,Emirates ID,784-2011-5847725-9,2023-01-03,2025-07-11,United Arab Emirates,UAE Resident,Expired,Verified
DOC001062,CUST00531,Passport,P5016713,2019-08-20,2029-08-17,Sri Lanka,UAE Resident,Valid,Verified
DOC001063,CUST00532,Emirates ID,784-1924-6620341-9,2023-11-28,2026-08-16,United Arab Emirates,UAE Resident,Valid,Verified
DOC001064,CUST00532,Passport,P5427677,2019-02-14,2029-02-11,Philippines,UAE Resident,Valid,Verified
DOC001065,CUST00533,Emirates ID,784-2013-3336691-5,2022-02-10,2026-07-19,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001066,CUST00533,Passport,P7064744,2023-09-10,2033-09-07,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001067,CUST00534,Emirates ID,784-2002-8762657-9,2023-08-08,2025-09-29,United Arab Emirates,UAE Resident,Expired,Verified
DOC001068,CUST00534,Passport,P5889906,2024-02-15,2034-02-12,Bangladesh,UAE Resident,Valid,Verified
DOC001069,CUST00535,Emirates ID,784-2001-6660164-3,2022-04-22,2026-08-28,United Arab Emirates,UAE Citizen,Valid,Pending
DOC001070,CUST00535,Passport,P9337532,2025-01-29,2035-01-27,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001071,CUST00536,Emirates ID,784-1991-5542271-8,2024-05-23,2028-02-08,United Arab Emirates,UAE Resident,Valid,Verified
DOC001072,CUST00536,Passport,P5273588,2017-08-22,2027-08-20,Sri Lanka,UAE Resident,Valid,Verified
DOC001073,CUST00537,Emirates ID,784-1948-7594804-1,2022-10-31,2024-07-11,United Arab Emirates,UAE Resident,Expired,Verified
DOC001074,CUST00537,Passport,P5275016,2025-02-07,2035-02-05,Pakistan,UAE Resident,Valid,Pending
DOC001075,CUST00538,Emirates ID,784-1974-5648826-9,2025-02-05,2029-03-08,United Arab Emirates,UAE Resident,Valid,Verified
DOC001076,CUST00538,Passport,P5457726,2018-03-26,2028-03-23,Nepal,UAE Resident,Valid,Verified
DOC001077,CUST00539,Emirates ID,784-1962-2813267-8,2024-10-17,2029-04-25,United Arab Emirates,UAE Resident,Valid,Verified
DOC001078,CUST00539,Passport,P3003950,2019-07-06,2029-07-03,Bangladesh,UAE Resident,Valid,Verified
DOC001079,CUST00540,Emirates ID,784-1997-1914394-1,2021-05-18,2024-05-27,United Arab Emirates,UAE Resident,Expired,Verified
DOC001080,CUST00540,Passport,P2802906,2019-02-10,2029-02-07,Pakistan,UAE Resident,Valid,Verified
DOC001081,CUST00541,Emirates ID,784-2000-2608777-7,2023-01-04,2024-09-20,United Arab Emirates,UAE Resident,Expired,Verified
DOC001082,CUST00541,Passport,P2004617,2025-12-29,2035-12-27,Sri Lanka,UAE Resident,Valid,Verified
DOC001083,CUST00542,Emirates ID,784-1992-5650204-5,2023-10-14,2028-04-13,United Arab Emirates,UAE Resident,Valid,Verified
DOC001084,CUST00542,Passport,P4698329,2018-08-02,2028-07-30,India,UAE Resident,Valid,Verified
DOC001085,CUST00543,Emirates ID,784-1945-4965501-3,2022-12-28,2027-02-01,United Arab Emirates,UAE Resident,Valid,Verified
DOC001086,CUST00543,Passport,P6313642,2022-07-20,2032-07-17,United Kingdom,UAE Resident,Valid,Verified
DOC001087,CUST00544,Emirates ID,784-1926-1292604-3,2021-12-04,2025-01-26,United Arab Emirates,UAE Resident,Expired,Verified
DOC001088,CUST00544,Passport,P5525304,2024-04-20,2034-04-18,Jordan,UAE Resident,Valid,Verified
DOC001089,CUST00545,Emirates ID,784-1931-7818297-4,2021-05-25,2022-12-06,United Arab Emirates,UAE Resident,Expired,Verified
DOC001090,CUST00545,Passport,P3779020,2022-11-01,2032-10-29,Sri Lanka,UAE Resident,Valid,Verified
DOC001091,CUST00546,Emirates ID,784-1913-1053156-4,2022-06-21,2025-01-13,United Arab Emirates,UAE Resident,Expired,Verified
DOC001092,CUST00546,Passport,P7487804,2020-11-17,2030-11-15,Pakistan,UAE Resident,Valid,Verified
DOC001093,CUST00547,Emirates ID,784-2008-2375683-7,2022-08-09,2024-03-01,United Arab Emirates,UAE Resident,Expired,Verified
DOC001094,CUST00547,Passport,P3523050,2020-12-17,2030-12-15,Philippines,UAE Resident,Valid,Verified
DOC001095,CUST00548,Emirates ID,784-1996-7378070-1,2024-04-23,2028-10-03,United Arab Emirates,UAE Resident,Valid,Verified
DOC001096,CUST00548,Passport,P4441489,2019-01-17,2029-01-14,Jordan,UAE Resident,Valid,Verified
DOC001097,CUST00549,Emirates ID,784-2001-9790177-6,2025-07-06,2028-12-16,United Arab Emirates,UAE Resident,Valid,Verified
DOC001098,CUST00549,Passport,P9515432,2021-08-06,2031-08-04,Sri Lanka,UAE Resident,Valid,Verified
DOC001099,CUST00550,Emirates ID,784-1926-7257248-3,2024-12-16,2029-05-11,United Arab Emirates,UAE Resident,Valid,Verified
DOC001100,CUST00550,Passport,P7336155,2022-09-27,2032-09-24,Nepal,UAE Resident,Valid,Verified
DOC001101,CUST00551,Emirates ID,784-1927-6271598-6,2024-07-12,2026-09-09,United Arab Emirates,UAE Resident,Valid,Verified
DOC001102,CUST00551,Passport,P5876781,2018-10-15,2028-10-12,Philippines,UAE Resident,Valid,Verified
DOC001103,CUST00552,Emirates ID,784-2012-8880476-1,2024-04-03,2028-08-14,United Arab Emirates,UAE Resident,Valid,Verified
DOC001104,CUST00552,Passport,P5094863,2022-04-26,2032-04-23,Philippines,UAE Resident,Valid,Verified
DOC001105,CUST00553,Emirates ID,784-1991-1367073-7,2020-09-21,2024-04-04,United Arab Emirates,UAE Resident,Expired,Verified
DOC001106,CUST00553,Passport,P7391631,2020-01-12,2030-01-09,Pakistan,UAE Resident,Valid,Verified
DOC001107,CUST00554,Emirates ID,784-2016-8115851-2,2024-11-22,2028-05-22,United Arab Emirates,UAE Resident,Valid,Verified
DOC001108,CUST00554,Passport,P4834547,2019-11-27,2029-11-24,United Kingdom,UAE Resident,Valid,Verified
DOC001109,CUST00555,Emirates ID,784-1920-3827659-4,2022-11-30,2026-08-06,United Arab Emirates,UAE Resident,Valid,Verified
DOC001110,CUST00555,Passport,P9676669,2023-03-26,2033-03-23,Pakistan,UAE Resident,Valid,Verified
DOC001111,CUST00556,Emirates ID,784-1948-7116500-1,2022-03-12,2023-05-25,United Arab Emirates,UAE Resident,Expired,Verified
DOC001112,CUST00556,Passport,P3663444,2017-01-03,2027-01-01,India,UAE Resident,Valid,Verified
DOC001113,CUST00557,Emirates ID,784-1910-9812297-5,2020-07-24,2022-12-18,United Arab Emirates,UAE Resident,Expired,Verified
DOC001114,CUST00557,Passport,P3376224,2019-04-15,2029-04-12,Egypt,UAE Resident,Valid,Verified
DOC001115,CUST00558,Emirates ID,784-1929-7869672-5,2023-02-14,2025-02-28,United Arab Emirates,UAE Resident,Expired,Verified
DOC001116,CUST00558,Passport,P4889220,2016-09-30,2026-09-28,Nepal,UAE Resident,Valid,Verified
DOC001117,CUST00559,Emirates ID,784-1983-3951849-5,2020-08-01,2024-10-16,United Arab Emirates,UAE Resident,Expired,Verified
DOC001118,CUST00559,Passport,P3817334,2020-09-29,2030-09-27,Egypt,UAE Resident,Valid,Verified
DOC001119,CUST00560,Emirates ID,784-1991-2292642-2,2022-03-11,2026-07-27,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001120,CUST00560,Passport,P3998601,2019-01-07,2029-01-04,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001121,CUST00561,Emirates ID,784-1997-7189628-3,2025-03-09,2029-04-15,United Arab Emirates,UAE Resident,Valid,Verified
DOC001122,CUST00561,Passport,P5121265,2018-02-04,2028-02-02,Sri Lanka,UAE Resident,Valid,Verified
DOC001123,CUST00562,Emirates ID,784-1998-5569064-9,2023-08-26,2025-08-11,United Arab Emirates,UAE Resident,Expired,Verified
DOC001124,CUST00562,Passport,P9464268,2021-08-13,2031-08-11,Pakistan,UAE Resident,Valid,Verified
DOC001125,CUST00563,Emirates ID,784-1921-1811085-8,2024-06-01,2026-03-04,United Arab Emirates,UAE Citizen,Expired,Verified
DOC001126,CUST00563,Passport,P5058837,2017-06-25,2027-06-23,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001127,CUST00564,Emirates ID,784-2000-5685491-8,2024-02-13,2028-05-02,United Arab Emirates,UAE Resident,Valid,Verified
DOC001128,CUST00564,Passport,P2843416,2017-12-18,2027-12-16,United Kingdom,UAE Resident,Valid,Verified
DOC001129,CUST00565,Emirates ID,784-1977-1709232-2,2021-10-25,2026-05-27,United Arab Emirates,UAE Resident,Expired,Rejected
DOC001130,CUST00565,Passport,P1009619,2017-07-10,2027-07-08,United Kingdom,UAE Resident,Valid,Verified
DOC001131,CUST00566,Emirates ID,784-1986-7627284-9,2025-12-06,2029-09-04,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001132,CUST00566,Passport,P9808890,2020-07-12,2030-07-10,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001133,CUST00567,Emirates ID,784-2000-7798104-5,2025-10-29,2028-10-22,United Arab Emirates,UAE Resident,Valid,Verified
DOC001134,CUST00567,Passport,P3800042,2020-07-27,2030-07-25,United Kingdom,UAE Resident,Valid,Verified
DOC001135,CUST00568,Emirates ID,784-2003-1610970-4,2025-08-08,2027-04-23,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001136,CUST00568,Passport,P6007028,2020-02-14,2030-02-11,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001137,CUST00569,Emirates ID,784-1948-6025077-6,2024-08-16,2027-10-08,United Arab Emirates,UAE Resident,Valid,Verified
DOC001138,CUST00569,Passport,P4333680,2021-06-18,2031-06-16,Bangladesh,UAE Resident,Valid,Verified
DOC001139,CUST00570,Emirates ID,784-1999-3469105-8,2022-06-01,2025-11-08,United Arab Emirates,UAE Resident,Expired,Verified
DOC001140,CUST00570,Passport,P3346211,2024-11-11,2034-11-09,India,UAE Resident,Valid,Verified
DOC001141,CUST00571,Emirates ID,784-1931-3387655-1,2023-05-21,2026-08-09,United Arab Emirates,UAE Resident,Valid,Pending
DOC001142,CUST00571,Passport,P5243292,2020-12-03,2030-12-01,Philippines,UAE Resident,Valid,Verified
DOC001143,CUST00572,Emirates ID,784-1959-7233861-4,2025-03-25,2030-03-23,United Arab Emirates,UAE Resident,Valid,Verified
DOC001144,CUST00572,Passport,P1861447,2020-08-30,2030-08-28,Pakistan,UAE Resident,Valid,Verified
DOC001145,CUST00573,Emirates ID,784-2018-2699277-5,2021-08-19,2026-03-21,United Arab Emirates,UAE Resident,Expired,Verified
DOC001146,CUST00573,Passport,P8802905,2019-12-06,2029-12-03,Sri Lanka,UAE Resident,Valid,Pending
DOC001147,CUST00574,Emirates ID,784-1976-5931680-6,2024-11-10,2026-04-18,United Arab Emirates,UAE Resident,Expired,Verified
DOC001148,CUST00574,Passport,P9004545,2022-03-09,2032-03-06,Nepal,UAE Resident,Valid,Verified
DOC001149,CUST00575,Emirates ID,784-1945-6560848-4,2025-05-17,2026-10-02,United Arab Emirates,UAE Resident,Valid,Verified
DOC001150,CUST00575,Passport,P3784101,2021-09-06,2031-09-04,Sri Lanka,UAE Resident,Valid,Verified
DOC001151,CUST00576,Emirates ID,784-1995-5523281-1,2021-02-18,2022-12-13,United Arab Emirates,UAE Resident,Expired,Verified
DOC001152,CUST00576,Passport,P9742456,2018-06-14,2028-06-11,Pakistan,UAE Resident,Valid,Verified
DOC001153,CUST00577,Emirates ID,784-1942-8722401-6,2025-01-10,2028-04-15,United Arab Emirates,UAE Resident,Valid,Verified
DOC001154,CUST00577,Passport,P7173470,2019-03-13,2029-03-10,Jordan,UAE Resident,Valid,Verified
DOC001155,CUST00578,Emirates ID,784-1915-8355095-8,2025-10-18,2030-01-29,United Arab Emirates,UAE Resident,Valid,Verified
DOC001156,CUST00578,Passport,P1606595,2021-10-06,2031-10-04,Nepal,UAE Resident,Valid,Verified
DOC001157,CUST00579,Emirates ID,784-1919-7340529-6,2025-09-03,2027-01-18,United Arab Emirates,UAE Resident,Valid,Verified
DOC001158,CUST00579,Passport,P5481292,2020-12-06,2030-12-04,Pakistan,UAE Resident,Valid,Verified
DOC001159,CUST00580,Emirates ID,784-1978-7440597-5,2022-03-15,2023-09-21,United Arab Emirates,UAE Resident,Expired,Verified
DOC001160,CUST00580,Passport,P1738422,2016-06-20,2026-06-18,Pakistan,UAE Resident,Expired,Verified
DOC001161,CUST00581,Emirates ID,784-1953-4249147-7,2021-06-28,2023-07-31,United Arab Emirates,UAE Resident,Expired,Verified
DOC001162,CUST00581,Passport,P3544205,2025-11-26,2035-11-24,Sri Lanka,UAE Resident,Valid,Verified
DOC001163,CUST00582,Emirates ID,784-1900-2111125-3,2022-11-11,2025-01-15,United Arab Emirates,UAE Citizen,Expired,Verified
DOC001164,CUST00582,Passport,P9097767,2018-12-23,2028-12-20,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001165,CUST00583,Emirates ID,784-2017-3778372-8,2022-06-16,2026-01-30,United Arab Emirates,UAE Resident,Expired,Verified
DOC001166,CUST00583,Passport,P8710913,2023-07-04,2033-07-01,Pakistan,UAE Resident,Valid,Verified
DOC001167,CUST00584,Emirates ID,784-1993-7243076-8,2023-11-04,2028-04-19,United Arab Emirates,UAE Resident,Valid,Pending
DOC001168,CUST00584,Passport,P6546545,2018-11-23,2028-11-20,Egypt,UAE Resident,Valid,Verified
DOC001169,CUST00585,Emirates ID,784-1919-9724962-5,2023-08-30,2027-08-12,United Arab Emirates,UAE Resident,Valid,Verified
DOC001170,CUST00585,Passport,P5115393,2024-09-22,2034-09-20,Bangladesh,UAE Resident,Valid,Verified
DOC001171,CUST00586,Emirates ID,784-1961-5566565-6,2020-04-01,2023-09-06,United Arab Emirates,UAE Resident,Expired,Pending
DOC001172,CUST00586,Passport,P9369723,2019-05-16,2029-05-13,Jordan,UAE Resident,Valid,Pending
DOC001173,CUST00587,Emirates ID,784-1975-6038910-5,2024-07-15,2025-10-28,United Arab Emirates,UAE Citizen,Expired,Verified
DOC001174,CUST00587,Passport,P4751808,2017-08-29,2027-08-27,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001175,CUST00588,Emirates ID,784-1959-3571246-2,2022-06-15,2024-11-05,United Arab Emirates,UAE Resident,Expired,Verified
DOC001176,CUST00588,Passport,P7090010,2021-09-02,2031-08-31,Jordan,UAE Resident,Valid,Verified
DOC001177,CUST00589,Emirates ID,784-1972-6556834-5,2024-06-25,2027-10-31,United Arab Emirates,UAE Resident,Valid,Verified
DOC001178,CUST00589,Passport,P9072754,2017-10-27,2027-10-25,Sri Lanka,UAE Resident,Valid,Pending
DOC001179,CUST00590,Emirates ID,784-2018-1954674-7,2020-09-28,2023-07-02,United Arab Emirates,UAE Resident,Expired,Verified
DOC001180,CUST00590,Passport,P3584462,2020-11-05,2030-11-03,Pakistan,UAE Resident,Valid,Verified
DOC001181,CUST00591,Emirates ID,784-2020-7213946-2,2020-05-05,2023-03-19,United Arab Emirates,UAE Resident,Expired,Verified
DOC001182,CUST00591,Passport,P9252054,2021-06-15,2031-06-13,United Kingdom,UAE Resident,Valid,Pending
DOC001183,CUST00592,Emirates ID,784-1927-7800102-7,2024-06-11,2028-09-28,United Arab Emirates,UAE Resident,Valid,Verified
DOC001184,CUST00592,Passport,P5080820,2019-03-19,2029-03-16,Jordan,UAE Resident,Valid,Verified
DOC001185,CUST00593,Emirates ID,784-1920-6488547-7,2021-11-06,2024-09-24,United Arab Emirates,UAE Resident,Expired,Verified
DOC001186,CUST00593,Passport,P2377323,2017-02-16,2027-02-14,India,UAE Resident,Valid,Verified
DOC001187,CUST00594,Emirates ID,784-1969-8189752-8,2020-02-04,2021-12-07,United Arab Emirates,UAE Citizen,Expired,Pending
DOC001188,CUST00594,Passport,P3548252,2024-11-24,2034-11-22,United Arab Emirates,UAE Citizen,Valid,Rejected
DOC001189,CUST00595,Emirates ID,784-1922-1548357-3,2020-01-09,2023-08-31,United Arab Emirates,UAE Resident,Expired,Verified
DOC001190,CUST00595,Passport,P7153328,2025-06-17,2035-06-15,Sri Lanka,UAE Resident,Valid,Verified
DOC001191,CUST00596,Emirates ID,784-1973-2468345-1,2024-01-03,2028-09-27,United Arab Emirates,UAE Resident,Valid,Verified
DOC001192,CUST00596,Passport,P6538859,2019-06-22,2029-06-19,Jordan,UAE Resident,Valid,Verified
DOC001193,CUST00597,Emirates ID,784-1978-1003575-4,2020-12-03,2022-02-21,United Arab Emirates,UAE Resident,Expired,Verified
DOC001194,CUST00597,Passport,P9226877,2020-05-19,2030-05-17,Philippines,UAE Resident,Valid,Verified
DOC001195,CUST00598,Emirates ID,784-2007-9826283-2,2023-04-08,2027-09-19,United Arab Emirates,UAE Resident,Valid,Verified
DOC001196,CUST00598,Passport,P3325590,2019-03-11,2029-03-08,India,UAE Resident,Valid,Verified
DOC001197,CUST00599,Emirates ID,784-1982-9638445-2,2022-11-30,2024-10-17,United Arab Emirates,UAE Resident,Expired,Verified
DOC001198,CUST00599,Passport,P5759646,2018-07-05,2028-07-02,Bangladesh,UAE Resident,Valid,Verified
DOC001199,CUST00600,Emirates ID,784-1920-8929924-8,2023-10-19,2028-07-10,United Arab Emirates,UAE Resident,Valid,Verified
DOC001200,CUST00600,Passport,P6140518,2021-09-15,2031-09-13,Pakistan,UAE Resident,Valid,Verified
DOC001201,CUST00601,Emirates ID,784-2003-4944744-5,2024-06-30,2027-11-03,United Arab Emirates,UAE Resident,Valid,Verified
DOC001202,CUST00601,Passport,P5037961,2018-05-12,2028-05-09,India,UAE Resident,Valid,Verified
DOC001203,CUST00602,Emirates ID,784-1910-1985629-2,2021-09-27,2022-12-11,United Arab Emirates,UAE Resident,Expired,Verified
DOC001204,CUST00602,Passport,P3115770,2021-01-12,2031-01-10,Nepal,UAE Resident,Valid,Verified
DOC001205,CUST00603,Emirates ID,784-1998-6582253-6,2020-10-27,2023-05-28,United Arab Emirates,UAE Resident,Expired,Verified
DOC001206,CUST00603,Passport,P9079852,2024-01-22,2034-01-19,Jordan,UAE Resident,Valid,Verified
DOC001207,CUST00604,Emirates ID,784-1985-6075879-4,2021-05-17,2025-12-26,United Arab Emirates,UAE Resident,Expired,Pending
DOC001208,CUST00604,Passport,P1567676,2023-05-11,2033-05-08,Egypt,UAE Resident,Valid,Verified
DOC001209,CUST00605,Emirates ID,784-1944-2108224-1,2024-05-19,2026-06-15,United Arab Emirates,UAE Resident,Expired,Verified
DOC001210,CUST00605,Passport,P5230911,2025-07-26,2035-07-24,Bangladesh,UAE Resident,Valid,Verified
DOC001211,CUST00606,Emirates ID,784-1984-7668769-6,2025-07-31,2029-03-06,United Arab Emirates,UAE Resident,Valid,Verified
DOC001212,CUST00606,Passport,P6484609,2025-02-23,2035-02-21,Jordan,UAE Resident,Valid,Verified
DOC001213,CUST00607,Emirates ID,784-1940-4086368-1,2024-09-25,2029-06-04,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001214,CUST00607,Passport,P5204376,2017-11-03,2027-11-01,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001215,CUST00608,Emirates ID,784-1918-1705070-3,2025-06-17,2028-05-02,United Arab Emirates,UAE Resident,Valid,Verified
DOC001216,CUST00608,Passport,P9310722,2022-10-09,2032-10-06,Sri Lanka,UAE Resident,Valid,Pending
DOC001217,CUST00609,Emirates ID,784-1953-1645068-1,2022-04-08,2024-04-11,United Arab Emirates,UAE Resident,Expired,Verified
DOC001218,CUST00609,Passport,P6753964,2023-12-23,2033-12-20,Jordan,UAE Resident,Valid,Verified
DOC001219,CUST00610,Emirates ID,784-1900-2754850-8,2024-03-07,2027-01-26,United Arab Emirates,UAE Resident,Valid,Verified
DOC001220,CUST00610,Passport,P4384186,2021-08-14,2031-08-12,United Kingdom,UAE Resident,Valid,Verified
DOC001221,CUST00611,Emirates ID,784-1984-9472177-5,2023-09-23,2028-07-16,United Arab Emirates,UAE Resident,Valid,Verified
DOC001222,CUST00611,Passport,P9870703,2025-12-22,2035-12-20,India,UAE Resident,Valid,Rejected
DOC001223,CUST00612,Emirates ID,784-1998-1661445-8,2022-03-16,2025-08-22,United Arab Emirates,UAE Citizen,Expired,Pending
DOC001224,CUST00612,Passport,P5868635,2022-08-17,2032-08-14,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001225,CUST00613,Emirates ID,784-1936-6580192-1,2025-02-12,2026-05-14,United Arab Emirates,UAE Resident,Expired,Verified
DOC001226,CUST00613,Passport,P2053583,2023-01-12,2033-01-09,Sri Lanka,UAE Resident,Valid,Verified
DOC001227,CUST00614,Emirates ID,784-2017-4874618-6,2024-09-05,2028-04-11,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001228,CUST00614,Passport,P8537522,2018-07-01,2028-06-28,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001229,CUST00615,Emirates ID,784-1985-5263793-7,2020-06-07,2022-09-19,United Arab Emirates,UAE Resident,Expired,Verified
DOC001230,CUST00615,Passport,P4845687,2021-12-13,2031-12-11,Pakistan,UAE Resident,Valid,Verified
DOC001231,CUST00616,Emirates ID,784-1950-1037755-7,2025-01-14,2027-05-18,United Arab Emirates,UAE Resident,Valid,Verified
DOC001232,CUST00616,Passport,P5590828,2016-11-07,2026-11-05,Bangladesh,UAE Resident,Valid,Verified
DOC001233,CUST00617,Emirates ID,784-1964-6137252-1,2024-09-03,2025-10-06,United Arab Emirates,UAE Resident,Expired,Verified
DOC001234,CUST00617,Passport,P4580502,2022-07-04,2032-07-01,India,UAE Resident,Valid,Verified
DOC001235,CUST00618,Emirates ID,784-2009-4939850-7,2023-03-23,2024-11-14,United Arab Emirates,UAE Resident,Expired,Verified
DOC001236,CUST00618,Passport,P3973538,2019-09-07,2029-09-04,Nepal,UAE Resident,Valid,Verified
DOC001237,CUST00619,Emirates ID,784-1987-8205822-2,2022-03-31,2023-04-29,United Arab Emirates,UAE Resident,Expired,Verified
DOC001238,CUST00619,Passport,P9050790,2018-10-02,2028-09-29,Bangladesh,UAE Resident,Valid,Verified
DOC001239,CUST00620,Emirates ID,784-1921-5904259-5,2021-06-15,2023-11-25,United Arab Emirates,UAE Citizen,Expired,Verified
DOC001240,CUST00620,Passport,P4424117,2020-10-12,2030-10-10,United Arab Emirates,UAE Citizen,Valid,Verified
DOC001241,CUST00621,Emirates ID,784-1997-5844899-5,2024-01-20,2025-08-06,United Arab Emirates,UAE Resident,Expired,Rejected
DOC001242,CUST00621,Passport,P2150745,2023-10-03,2033-09-30,Jordan,UAE Resident,Valid,Verified
DOC001243,CUST00622,Emirates ID,784-2009-1055838-4,2021-09-29,2023-06-04,United Arab Emirates,UAE Resident,Expired,Verified
DOC001244,CUST00622,Passport,P5530705,2024-08-21,2034-08-19,Jordan,UAE Resident,Valid,Pending
DOC001245,CUST00623,Emirates ID,784-1943-3037409-9,2021-04-09,2024-10-19,United Arab Emirates,UAE Resident,Expired,Verified
